song_id,title,artist,som_x,som_y
Yüzyüzeyken_Konuşuruz_Dinle_Beni_Bi',Dinle Beni Bi',Yüzyüzeyken Konuşuruz,13,17
Yüzyüzeyken_Konuşuruz_Tutun_Sen_Bana,Tutun Sen Bana,Yüzyüzeyken Konuşuruz,14,5
Yüzyüzeyken_Konuşuruz_Kazılı_Kuyum,Kazılı Kuyum,Yüzyüzeyken Konuşuruz,9,0
Yüzyüzeyken_Konuşuruz_Sen_Varsın_Diye,Sen Varsın Diye,Yüzyüzeyken Konuşuruz,17,13
Yüzyüzeyken_Konuşuruz_Boş_Gemiler,Boş Gemiler,Yüzyüzeyken Konuşuruz,14,12
Yüzyüzeyken_Konuşuruz_Kaş_II,Kaş II,Yüzyüzeyken Konuşuruz,17,6
Yüzyüzeyken_Konuşuruz_Ne_Farkeder,Ne Farkeder,Yüzyüzeyken Konuşuruz,11,0
Yüzyüzeyken_Konuşuruz_Son_Seslenişim,Son Seslenişim,Yüzyüzeyken Konuşuruz,21,21
Yüzyüzeyken_Konuşuruz_Battı_Gemim,Battı Gemim,Yüzyüzeyken Konuşuruz,14,0
Yüzyüzeyken_Konuşuruz_Sandal,Sandal,Yüzyüzeyken Konuşuruz,21,11
Yüzyüzeyken_Konuşuruz_Uykusuz_ve_Dengesiz,Uykusuz ve Dengesiz,Yüzyüzeyken Konuşuruz,14,15
Yüzyüzeyken_Konuşuruz_Bodrum,Bodrum,Yüzyüzeyken Konuşuruz,18,21
Yüzyüzeyken_Konuşuruz_Ölsem_Yeridir,Ölsem Yeridir,Yüzyüzeyken Konuşuruz,17,11
Yüzyüzeyken_Konuşuruz_Durmaz_Akar,Durmaz Akar,Yüzyüzeyken Konuşuruz,18,6
Yüzyüzeyken_Konuşuruz_Esen,Esen,Yüzyüzeyken Konuşuruz,17,11
Yüzyüzeyken_Konuşuruz_Gençliğimi_Geri_Ver,Gençliğimi Geri Ver,Yüzyüzeyken Konuşuruz,8,5
Yüzyüzeyken_Konuşuruz_Ateş_Edecek_Misin?,Ateş Edecek Misin?,Yüzyüzeyken Konuşuruz,9,9
Yüzyüzeyken_Konuşuruz_Yapraklar,Yapraklar,Yüzyüzeyken Konuşuruz,12,17
Yüzyüzeyken_Konuşuruz_Yine_De,Yine De,Yüzyüzeyken Konuşuruz,10,5
Yüzyüzeyken_Konuşuruz_Ölmemişiz,Ölmemişiz,Yüzyüzeyken Konuşuruz,19,15
Yüzyüzeyken_Konuşuruz_Kaş,Kaş,Yüzyüzeyken Konuşuruz,15,3
Yüzyüzeyken_Konuşuruz_Onlar_da_Yansın,Onlar da Yansın,Yüzyüzeyken Konuşuruz,7,0
Yüzyüzeyken_Konuşuruz_Köşebaşı,Köşebaşı,Yüzyüzeyken Konuşuruz,13,7
Yüzyüzeyken_Konuşuruz_Kendi_Evimde_Deplasmandayım,Kendi Evimde Deplasmandayım,Yüzyüzeyken Konuşuruz,6,10
Yüzyüzeyken_Konuşuruz_Bir_Sinema_Filmine_Bilet_Almışım,Bir Sinema Filmine Bilet Almışım,Yüzyüzeyken Konuşuruz,11,11
Yüzyüzeyken_Konuşuruz_Duy_Beni,Duy Beni,Yüzyüzeyken Konuşuruz,13,21
Yüzyüzeyken_Konuşuruz_Ne_Farkeder_:_Live_@Muses,Ne Farkeder : Live @Muses,Yüzyüzeyken Konuşuruz,11,0
Yüzyüzeyken_Konuşuruz_Güç_Para_Zıvana,Güç Para Zıvana,Yüzyüzeyken Konuşuruz,8,8
Yüzyüzeyken_Konuşuruz_Kadıköy_Kızı,Kadıköy Kızı,Yüzyüzeyken Konuşuruz,6,9
Yüzyüzeyken_Konuşuruz_Takımdan_Ayrı_Düz_Koşu,Takımdan Ayrı Düz Koşu,Yüzyüzeyken Konuşuruz,8,5
Yüzyüzeyken_Konuşuruz_Sen_Varsın_Diye_:_Live_@Muses,Sen Varsın Diye : Live @Muses,Yüzyüzeyken Konuşuruz,21,7
Yüzyüzeyken_Konuşuruz_Tutun_Sen_Bana_:_Live_@Muses,Tutun Sen Bana : Live @Muses,Yüzyüzeyken Konuşuruz,14,5
Yüzyüzeyken_Konuşuruz_Para_Hala_Bende,Para Hala Bende,Yüzyüzeyken Konuşuruz,13,0
Yüzyüzeyken_Konuşuruz_Vicdanın_Rahat,Vicdanın Rahat,Yüzyüzeyken Konuşuruz,16,2
Yüzyüzeyken_Konuşuruz_Yıkılma_Sakın,Yıkılma Sakın,Yüzyüzeyken Konuşuruz,16,11
Yüzyüzeyken_Konuşuruz_Uykusuz_ve_Dengesiz_:_Live_@Muses,Uykusuz ve Dengesiz : Live @Muses,Yüzyüzeyken Konuşuruz,14,9
Yüzyüzeyken_Konuşuruz_Biriyim,Biriyim,Yüzyüzeyken Konuşuruz,14,12
Yüzyüzeyken_Konuşuruz_Gece_Beşten_Sonra_Evden_Çıkan_Kimse,Gece Beşten Sonra Evden Çıkan Kimse,Yüzyüzeyken Konuşuruz,7,5
Yüzyüzeyken_Konuşuruz_Kalabalık,Kalabalık,Yüzyüzeyken Konuşuruz,9,9
Yüzyüzeyken_Konuşuruz_2013,2013,Yüzyüzeyken Konuşuruz,12,0
Yüzyüzeyken_Konuşuruz_Sarmaşık,Sarmaşık,Yüzyüzeyken Konuşuruz,21,0
Yüzyüzeyken_Konuşuruz_Kediler,Kediler,Yüzyüzeyken Konuşuruz,6,9
Yüzyüzeyken_Konuşuruz_Bürokrat,Bürokrat,Yüzyüzeyken Konuşuruz,6,2
Yüzyüzeyken_Konuşuruz_Ölsem_Yeridir_:_Live_@Muses,Ölsem Yeridir : Live @Muses,Yüzyüzeyken Konuşuruz,21,6
Yüzyüzeyken_Konuşuruz_Yaz_Geçer,Yaz Geçer,Yüzyüzeyken Konuşuruz,14,17
Yüzyüzeyken_Konuşuruz_Adam,Adam,Yüzyüzeyken Konuşuruz,11,7
Yüzyüzeyken_Konuşuruz_Ankara_Kapkara,Ankara Kapkara,Yüzyüzeyken Konuşuruz,9,1
